petrel_path,crawl_timestamp
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/49NZ20030521_hy1.csv,1626898699.111233
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02003Avg.nc,1626898698.1854875
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02007Avg.nc,1626898698.1871498
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02013Avg.nc,1626898698.1891868
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02033Avg.nc,1626898698.1957574
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02015Avg.nc,1626898698.190005
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/.DS_Store,1626898698.4942498
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/.gmtcommands4,1626898698.494427
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro001.nc.csv,1626898698.4948149
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro003.nc,1626898698.4951813
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro016.nc,1626898698.4972491
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro017.nc,1626898698.4973545
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro028.nc,1626898698.4993424
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro032.nc,1626898698.4998505
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro039.nc,1626898698.5031652
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro040.nc,1626898698.5039754
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/nc2csv.py,1626898698.5081782
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology_1.cfg,1626898698.886756
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology_3.cfg,1626898698.9583278
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology_5.cfg,1626898698.9877164
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology_8.cfg,1626898698.9933965
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02039Avg.nc,1626898698.1982696
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro004.nc,1626898698.4953518
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro007.nc,1626898698.495757
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro009.nc,1626898698.4962115
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro008.nc,1626898698.4959633
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology.cid,1626898698.8721714
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology.info,1626898698.878566
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology_4.cfg,1626898698.982773
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology_6.cfg,1626898698.9902742
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology_9.cfg,1626898698.996423
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02005Avg.nc,1626898698.1861372
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02018Avg.nc,1626898698.1902177
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02019Avg.nc,1626898698.1905062
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02020Avg.nc,1626898698.191141
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02021Avg.nc,1626898698.191578
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02023Avg.nc,1626898698.1920395
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02027Avg.nc,1626898698.1935337
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02029Avg.nc,1626898698.1943598
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02030Avg.nc,1626898698.1952844
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02035Avg.nc,1626898698.1968067
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/09FA20010524_hy1.csv,1626898699.046728
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19860415_hy1.csv,1626898699.0473878
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19920203_hy1.csv,1626898699.0482647
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19930226_hy1.csv,1626898699.048662
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19940207_hy1.csv,1626898699.0492852
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19950822_hy1.csv,1626898699.0501845
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19970827_hy1.csv,1626898699.0522594
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19980219_hy1.csv,1626898699.0525072
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19980826_hy1.csv,1626898699.0531843
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19990824_hy1.csv,1626898699.053757
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02014Avg.nc,1626898698.1895194
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02026Avg.nc,1626898698.1927946
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02028Avg.nc,1626898698.1941721
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02036Avg.nc,1626898698.1972837
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02037Avg.nc,1626898698.197537
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02038Avg.nc,1626898698.1979885
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro014.nc,1626898698.496868
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro019.nc,1626898698.4976609
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro038.nc,1626898698.5026212
/cdiac/cdiac.ornl.gov/pub8old/pub8/SurfaceAlkalinityClimatology/SurfaceAlkalinityClimatology.cfl,1626898698.8686085
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19890213_hy1.csv,1626898699.0475655
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19950207_hy1.csv,1626898699.04974
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19970212_hy1.csv,1626898699.0513933
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD19990209_hy1.csv,1626898699.0533822
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD20000208_hy1.csv,1626898699.054788
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD20010206_hy1.csv,1626898699.0557613
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD20070530_hy1.csv,1626898699.0582576
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18EN19870717_hy1.csv,1626898699.0606716
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18PZ19870923_hy1.csv,1626898699.071643
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18PZ19871124_hy1.csv,1626898699.072379
/cdiac/cdiac.ornl.gov/pub8old/pub8/posfig.m,1626898697.0817604
/cdiac/cdiac.ornl.gov/pub8old/pub8/readme.txt,1626898697.0820262
/cdiac/cdiac.ornl.gov/pub8old/pub8/xover_2ndQC.m,1626898697.083223
/cdiac/cdiac.ornl.gov/pub8old/pub8/2QC_matlab_toolbox_150729/sec_QC.m,1626898697.4196208
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02004Avg.nc,1626898698.1856933
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02006Avg.nc,1626898698.1868427
/cdiac/cdiac.ornl.gov/pub8old/pub8/ALL_CTDS/in2016_v02032Avg.nc,1626898698.195508
/cdiac/cdiac.ornl.gov/pub8old/pub8/DotNetFX40/dotNetFx40_Full_x86_x64.exe,1626898698.4508493
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro001.nc,1626898698.494628
/cdiac/cdiac.ornl.gov/pub8old/pub8/Hydrochem_data/in2016_v02Hydro002.nc,1626898698.4950392
/cdiac/cdiac.ornl.gov/pub8old/pub8/PX101E.csv,1626898697.0617683
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD20060130_hy1.csv,1626898699.0572147
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18DD20060919_hy1.csv,1626898699.0574417
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18EN19920326_hy1.csv,1626898699.0613847
/cdiac/cdiac.ornl.gov/pub8old/pub8/PACIFICAsource/18PZ19900822_hy1.csv,1626898699.075378
